headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
Theft of a Church’s Tabernacle Leaves More Than a Physical Void,2022-06-01,nyt://article/45a97a4d-55a9-51d1-bcbf-762730e52c19,article,News,New York,"['Churches (Buildings)', 'Robberies and Thefts', 'Vandalism']",17,1033,Metro
Racist and Violent Ideas Jump From Web’s Fringes to Mainstream Sites,2022-06-01,nyt://article/f5a25eb3-9341-5359-bf8d-6653a767df68,article,News,Technology,"['Computers and the Internet', 'Social Media', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'Conspiracy Theories', 'Rumors and Misinformation', 'Censorship', 'Freedom of Speech and Expression', 'Buffalo, NY, Shooting (May 14, 2022)']",1,1583,Business
"From Ukraine’s Front Lines, Bravery and Wreckage",2022-06-01,nyt://article/8f4929bd-bd6b-5748-b789-4b962a797881,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Civilian Casualties', 'Photography', 'Evacuations and Evacuees']",11,1514,Foreign
"Unseen and Often Unsafe, They Build New York City",2022-06-01,nyt://article/4008890a-893a-53a1-9859-d69faebe9ba8,article,briefing,New York,[],,1464,Metro
What the Pandemic Can Teach Us About Endings,2022-06-01,nyt://video/081f2b66-c497-5c62-9edf-3f520414789b,multimedia,Video,Opinion,"['Coronavirus (2019-nCoV)', 'Culture (Arts)', 'Quarantines', 'Books and Literature', 'your-feed-opinionvideo']",,0,
"A ‘Perfect Recipe for Extreme Wildfire’: New Mexico’s Record-Breaking, Early Fire Season",2022-06-01,nyt://interactive/7759be7f-34cd-52f3-afd5-73c0f96462e8,multimedia,Interactive Feature,Climate,"['Wildfires', 'Forests and Forestry', 'Global Warming']",13,0,Graphics
"Newly Published, from Asteroids to Garden Gnomes",2022-06-01,nyt://article/c0d17fcd-7428-5803-8575-d5c907f6fb77,article,News,Books,['Books and Literature'],8,370,BookReview
New York’s Weed Rush Is Here. They Came to Cash In.,2022-06-01,nyt://article/eed23930-8c27-5582-99e6-4618eeb38a7f,article,News,Magazine,"['Cannabis Foods and Products', 'Marijuana', 'Entrepreneurship']",20,3876,Magazine
China Is Winning in Asia. Biden’s Plans Won’t Change That.,2022-06-01,nyt://article/7e472fa2-f7a3-5ce7-9d72-5fdbcb760362,article,Op-Ed,Opinion,"['United States International Relations', 'Trans-Pacific Partnership', 'Regional Comprehensive Economic Partnership (RCEP)', 'International Relations']",19,932,OpEd
The Simplest Response to School Shootings,2022-06-01,nyt://article/e654a038-74de-5942-b6d9-3da89030f39d,article,Op-Ed,Opinion,"['Gun Control', 'Mass Shootings', 'Men and Boys', 'School Shootings and Armed Attacks', 'Teenagers and Adolescence']",23,1273,OpEd
How Much Do Your Genes Shape Your Politics?,2022-06-01,nyt://article/969f5197-ad29-50a9-991d-500586286a1e,article,Op-Ed,Opinion,"['Genetics and Heredity', 'Conservatism (US Politics)', 'Polls and Public Opinion', 'Liberalism (US Politics)', 'United States Politics and Government']",,2886,OpEd
What the Pandemic Can Teach Us About Endings,2022-06-01,nyt://article/332929d9-61c3-50c1-9180-6c6a97756fb8,article,Op-Ed,Opinion,"['Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)', 'Movies', 'Culture (Arts)', 'Television', 'Books and Literature']",,245,OpEd
A Debate Over ‘Common Sense’ Gun Legislation,2022-06-01,nyt://article/6f6ebc28-bec9-5dc4-8c12-1d85f4797eee,article,Op-Ed,Opinion,"['audio-neutral-informative', 'Firearms', 'Gun Control', 'Uvalde, Tex, Shooting (May 24, 2022)', 'Mass Shootings', 'Surveillance of Citizens by Government', 'Buffalo, NY, Shooting (May 14, 2022)', 'Law and Legislation']",,405,OpEd
What Do We Want From Our Next New York?,2022-06-01,nyt://article/e9ebb3f1-31d6-55ff-b0c8-743f6e273e1e,article,News,Magazine,"['Immigration and Emigration', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)']",14,2130,Magazine
"When Elon Musk Dreams, His Employees Have Nightmares",2022-06-01,nyt://article/1646e51d-1ecc-581a-93e7-7d3fe555e4c9,article,Op-Ed,Opinion,"['Automobiles', 'Workplace Hazards and Violations', 'Engineering and Engineers', 'Discrimination', 'Electric and Hybrid Vehicles']",7,1152,OpEd
Their Solution to the Housing Crisis? Living With Strangers.,2022-06-01,nyt://article/8ce8fd42-7e41-5bd9-8ea9-61bb6084f8a0,article,News,Magazine,"['Roommates', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Affordable Housing']",28,2525,Magazine
What to Do About Americans Who Love Their Guns,2022-06-01,nyt://article/c66dfa44-2051-5246-ab9f-dfeb931d45be,article,Op-Ed,Opinion,"['Gun Control', 'Teenagers and Adolescence', 'Mass Shootings', 'Uvalde, Tex, Shooting (May 24, 2022)', 'Advertising and Marketing']",23,1007,OpEd
"They Got the Debt, but Not the Degree",2022-06-01,nyt://article/1b43527e-fafe-5e3a-9d42-c36e12b52977,article,News,Your Money,"['Student Loans', 'Federal Aid (US)']",1,1200,Business
Lessons for Covid From the Most Successful Global Health Program,2022-06-01,nyt://article/4e8b5a87-b1b7-5fa3-a8b3-2957d67c22c7,article,Op-Ed,Opinion,"['Coronavirus (2019-nCoV)', 'Foreign Aid', 'Vaccination and Immunization']",6,2113,OpEd
How Eric Adams’s Struggle With Dyslexia Is Shaping His Mayoralty,2022-06-01,nyt://article/4b4cf8d7-6cde-54a6-980e-a0b7ff18dab9,article,News,New York,"['Dyslexia', 'Reading and Writing Skills (Education)', 'Content Type: Personal Profile', 'Illiteracy', 'Education (K-12)']",16,1553,Metro
"Why Boxwood, a Perennial Favorite, Needs a New Approach",2022-06-01,nyt://article/1e79f1ed-93f8-5ba9-beb2-0665def4cb6c,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Gardens and Gardening', 'Flowers and Plants']",9,1558,RealEstate
"Relief, Reunions and Some Anxiety as Shanghai (Mostly) Reopens",2022-06-01,nyt://article/4e99de8f-4da6-5569-9127-dcefd0e30ee5,article,News,World,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Quarantines', 'Coronavirus Reopenings', 'Politics and Government']",10,1236,Foreign
"Strike First, Strike Hard: How ‘The Karate Kid’ Became a Musical",2022-06-01,nyt://article/67a2487d-a7cd-52c2-b186-5e93100deb2f,article,News,Theater,['Theater'],8,1745,Arts&Leisure
"Living In ... New Haven, Conn.",2022-06-01,nyt://slideshow/32475cf1-e5e9-5b03-ab6a-a72e46d03afa,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
"New Haven, Conn.: More Than Just Academics and Mozzarella",2022-06-01,nyt://article/ca8b6cb8-a46a-556c-bf85-fe255a273f2a,article,News,Real Estate,['Real Estate and Housing (Residential)'],7,1740,RealEstate
"In Alaska, the Race to Succeed Don Young Is Raucous and Crowded",2022-06-01,nyt://article/d2da85ad-e9cb-567a-917d-6fc551d0ee7d,article,News,U.S.,"['Primaries and Caucuses', 'Elections, House of Representatives', 'United States Politics and Government', 'Endorsements', 'Ranked-Choice Voting', 'Midterm Elections (2022)']",12,1633,Washington
Liviah’s New Liver: A Family Grapples With a Girl’s Puzzling Hepatitis,2022-06-01,nyt://article/0bf50ab5-c6b8-53b6-9b0c-7df532db03f5,article,News,Health,"['Hepatitis', 'Liver', 'Children and Childhood', 'Jaundice', 'Transplants', 'Viruses', 'your-feed-science', 'your-feed-health']",11,1945,Science
Portraits of Grief From Uvalde,2022-06-01,nyt://article/c34680a2-25ad-5ed6-81ff-11e7c7e02979,article,News,Podcasts,"['School Shootings and Armed Attacks', 'Uvalde, Tex, Shooting (May 24, 2022)', 'Education (K-12)', 'audio-negative-tragedy', 'audio-negative-sad']",,348,Podcasts
Two Telling Numbers,2022-06-01,nyt://article/a73a910b-27a0-56c7-8282-737b67fdc633,article,briefing,Briefing,"['internal-storyline-no', 'Russian Invasion of Ukraine (2022)', 'United States International Relations', 'Defense and Military Forces']",,1544,NYTNow
"In ‘The Royal,’ a Life Is Rebuilt in Spite of Everything",2022-06-01,nyt://article/523b04c8-7233-59ee-bf83-3e317a4fa4d5,article,News,Sports,"['Baseball', 'Movies', 'Content Type: Personal Profile']",8,1033,Sports
"$1.5 Million Homes in South Carolina, Texas and Maine",2022-06-01,nyt://slideshow/67e1988d-07c0-5431-a127-3ef991c762ec,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
"$1.5 Million Homes in South Carolina, Texas and Maine",2022-06-01,nyt://article/0508d981-c13f-5e75-8cee-a47fb1f42579,article,News,Real Estate,['Real Estate and Housing (Residential)'],,1211,RealEstate
Do You Know Someone Who Believes in Conspiracy Theories? We Want to Hear About It.,2022-06-01,nyt://article/2da5d89f-f769-532e-9933-d899a9d4f07b,article,News,Technology,"['internal-open-access', 'Conspiracy Theories', 'Rumors and Misinformation', 'Fringe Groups and Movements', 'QAnon']",,154,Business
Germany promises to send Ukraine a missile defense system and radar equipment.,2022-06-01,nyt://article/b77c1096-4d66-5dc8-9a5b-533fe7c36152,article,News,World,[],,452,Foreign
"True Love Can Leave Traces. S.G. Goodman’s Detailed Songs Do, Too.",2022-06-01,nyt://article/98665953-30b8-54ca-936a-07b5315c9081,article,News,Arts,"['Content Type: Personal Profile', 'Homosexuality and Bisexuality', 'Pop and Rock Music', 'Rural Areas']",4,1187,Weekend
"Sustainable, Modern Design in Rotterdam",2022-06-01,nyt://slideshow/af4b03a9-1940-57b6-bff1-6d621cd80bb7,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
House Hunting in the Netherlands: A Villa With Eyelashes in Rotterdam,2022-06-01,nyt://article/d46b5ffe-3d11-5de8-a297-6b7d6d695df1,article,News,Real Estate,['Real Estate and Housing (Residential)'],2,1537,RealEstate
Can Harry Styles’s Music Catch Up to His Fame?,2022-06-01,nyt://article/ade98700-7af9-555e-9af7-59249aa4e68f,article,News,Arts,"['Pop and Rock Music', 'audio-neutral-informative']",,236,Culture
Can Ancient Maori Knowledge Aid Science? Ask These Freshwater Crayfish.,2022-06-01,nyt://article/5c05b5e8-bd6a-5f42-9d7e-5b9ed28158ff,article,News,World,"['Maori', 'Indigenous People', 'Science and Technology', 'Weeds', 'Fish and Other Marine Life', 'Lakes', 'Invasive Species']",4,1246,Foreign
Biden Administration Begins Trade Dialogue With Taiwan,2022-06-01,nyt://article/4272892b-ea45-5e6e-a429-61d862f2fdcd,article,News,Business Day,"['United States International Relations', 'International Trade and World Market', 'Politics and Government']",3,481,Washington
A Win for Big Tech at the Supreme Court,2022-06-01,nyt://article/75545efb-a7fa-5a77-9d2b-dc5868fbba03,article,News,Business Day,"['Computers and the Internet', 'Law and Legislation', 'Special Purpose Acquisition Companies (SPAC)', 'United States Economy', 'Regulation and Deregulation of Industry', 'Freedom of Speech and Expression', 'Initial Public Offerings']",,1758,Business
"Accused of Fakery, and Seeking Vindication on Everest’s Peak",2022-06-01,nyt://article/7ef6d7de-bae7-5991-a187-cc71af91ca53,article,News,World,"['Mountaineering', 'Frauds and Swindling']",,700,Foreign
What California Voters Need to Know for Election Day,2022-06-01,nyt://article/8474f920-a325-50d9-82f8-a20847597efd,article,briefing,U.S.,[],,1270,National
Israel Moves Blood Bank Underground to Safeguard It From Attacks,2022-06-01,nyt://article/4f068ad6-ff8e-5cb1-aaf1-27158bf36c43,article,News,World,"['Blood Donation', 'Blood', 'Defense and Military Forces']",4,602,Foreign
New York Times Crossword to Pause Submissions Starting July 1,2022-06-01,nyt://article/5a8eab17-11fd-53ca-a286-e641e94289ad,article,News,Crosswords & Games,['Crossword Puzzles'],,96,Games
Gil Birmingham Took the Road Less Traveled,2022-06-01,nyt://article/901b57ac-2f8c-5397-91fa-fccc9de7669d,article,News,Arts,['Television'],5,1215,Culture
4 Quick Tips for Managing Email Overload on the Go,2022-06-01,nyt://article/5505975e-7457-5bf1-8c64-3d945531fdd5,article,News,Technology,"['E-Mail', 'Android (Operating System)', 'iOS (Operating System)', 'Smartphones', 'Content Type: Service']",5,787,Business
Making Art on Top of the World,2022-06-01,nyt://article/69ad451a-d273-5d7a-918d-8fefb456b3d0,article,News,Arts,"['Art', 'Indigenous People', 'Venice Biennale', 'Museums', 'Content Type: Personal Profile']",18,2520,Arts&Leisure
Bison Gores a Woman Who Approached in Yellowstone National Park,2022-06-01,nyt://article/17e1e6f9-82df-5720-8450-6607fed92bf2,article,News,U.S.,['Bison'],,510,Express
Are We Close to a Treatment for Celiac Disease?,2022-06-01,nyt://article/78bfc42d-a644-55d5-808f-29fbafd08802,article,News,Well,"['Gluten', 'Celiac Disease', 'Clinical Trials', 'Digestive Tract', 'Research', 'Autoimmune Diseases', 'Content Type: Service', 'Diet and Nutrition']",6,882,Well
The Loading … Puzzle,2022-06-01,nyt://article/7b2868dd-e8ab-53b0-809e-e4eef1bcc0cc,article,News,Crosswords & Games,['Crossword Puzzles'],,917,Games
"With Cameras on Every Phone, Will Broadway’s Nude Scenes Survive?",2022-06-01,nyt://article/4fdb32d9-842e-584d-b5c2-b6a298c78b89,article,News,Arts,"['Theater', 'Nudism and Nudity', 'Social Media', 'Smartphones', 'Photography']",1,1453,Culture
Stream These 11 Titles Before They Leave Netflix This Month,2022-06-01,nyt://article/bb51edba-290e-5e81-8d61-ba2485199b83,article,News,Arts,"['Movies', 'Television']",3,1439,Culture
Delta Air Lines says sales in the second quarter are returning to 2019 levels.,2022-06-01,nyt://article/6dd68a0a-1e15-503a-9944-a925b2f16b12,article,News,Business Day,"['AIRLINES AND AIRPLANES', 'Prices (Fares, Fees and Rates)', 'Delays (Transportation)', 'Company Reports', 'Travel and Vacations']",,351,Business
Job openings declined slightly in April from a high point.,2022-06-01,nyt://article/bd32e5c3-7ddb-5eab-b1fa-7e359263c9a6,article,News,Business Day,"['Labor and Jobs', 'Inflation (Economics)', 'Hiring and Promotion', 'Layoffs and Job Reductions', 'United States Economy']",3,576,Business
Spider-Man Turns 60 Years Old This Month. He’s as Boyish as Ever.,2022-06-01,nyt://article/de5c0d98-115a-5b60-b02e-a3c69a45528c,article,News,Arts,"['Spider-Man (Fictional Character)', 'Comic Books and Strips']",6,919,Culture
"For U.S., World Cup Stretch Run Starts With a Sprint",2022-06-01,nyt://article/367d2c25-997d-5d21-92d0-0ad57cf28244,article,News,Sports,"['Soccer', 'World Cup 2022 (Soccer)']",9,1415,Sports
Russian Journalist to Auction Nobel Medal to Benefit Ukraine,2022-06-01,nyt://article/295c4c87-7b4a-5255-ac6a-a063617a6278,article,News,Arts,"['Russian Invasion of Ukraine (2022)', 'Freedom of the Press', 'News and News Media', 'Auctions', 'Nobel Prizes']",1,1409,Culture
"At Dakar’s Biennale, the City Itself Is the Most Colorful Canvas",2022-06-01,nyt://article/a687c791-c00b-55ce-8743-83610a426fa4,article,News,World,"['Art', 'Buildings (Structures)', 'Gentrification']",11,1035,Foreign
"40,000 Fake Tickets at the Champions League Final? It Was Really 2,589.",2022-06-01,nyt://article/e7708d62-5f6b-5992-9ebf-974e8a22a80f,article,News,Sports,"['Soccer', 'UEFA Champions League (Soccer)', 'Stadiums and Arenas', 'Fans (Persons)', 'Security and Warning Systems', 'Counterfeit Merchandise']",9,1249,Sports
Sabrina’s Parents Love Her. But the Meltdowns Are Too Much.,2022-06-01,nyt://article/82b8d2ac-d6f2-5e8a-8f3b-105fafdd1b08,article,News,New York,"['Tantrums in Children', 'Parenting', 'Autism', 'Intellectual Disabilities', 'Special Education', 'Content Type: Personal Profile', 'Group Homes and Supportive Housing']",1,3515,Metropolitan
Review: Amy Adams in a Too-Fragile ‘Glass Menagerie’,2022-06-01,nyt://article/ec5f22f2-7ca3-5469-ba5f-f39bb4b6d529,article,Review,Theater,['Theater'],4,727,Culture
Supreme Court action on undated ballots in a Pennsylvania race is watched closely by Oz and McCormick.,2022-06-01,nyt://article/bbcd91b7-fa21-5b24-a4ab-9ea604ecf66a,article,News,U.S.,"['Absentee Voting', 'Suits and Litigation (Civil)', 'Elections, Senate', 'Elections, Courts and the Judiciary', 'Voting Rights, Registration and Requirements', 'Appeals Courts (US)', 'United States Politics and Government', 'Decisions and Verdicts', 'Civil Rights and Liberties', 'Primaries and Caucuses']",19,649,Politics
"Elon Musk to Workers: Spend 40 Hours in the Office, or Else",2022-06-01,nyt://article/6ab3594e-5200-5bd5-b1bd-c10367e79240,article,News,Technology,"['Coronavirus Return to Office', 'Telecommuting', 'Working Hours', 'Workplace Environment', 'Workplace Hazards and Violations']",1,942,Business
U.S. Will Airlift Baby Formula From Abroad as Shortages Grow Worse,2022-06-01,nyt://article/12352e86-534c-5b79-8b40-2a41021cf145,article,News,U.S.,"['Infant Formulas', 'Shortages', 'Supply Chain', 'Airlifts', 'Recalls and Bans of Products', 'Factories and Manufacturing', 'Shutdowns (Institutional)', 'Defense Production Act', 'United States Politics and Government']",13,1201,Washington
A Nasty Hurricane Season Gets Started?,2022-06-01,nyt://interactive/ff9e51a1-9563-5a88-9e91-7d5fcdc8b4f1,multimedia,Interactive Feature,U.S.,"['Hurricanes and Tropical Storms', 'Weather']",,0,U.S.
The Next Battleground for Gig Worker Labor Laws: Massachusetts,2022-06-01,nyt://article/1102e1b5-19b0-5a62-b34e-40f4a18ae098,article,News,Business Day,"['Freelancing, Self-Employment and Independent Contracting', 'Referendums', 'Wages and Salaries', 'Car Services and Livery Cabs', 'Delivery Services']",1,1394,Business
Kim Kardashian’s New Skin Care Line Is Not for Quitters,2022-06-01,nyt://article/b04f9843-4364-5315-8458-545ef36fd934,article,News,Style,"['Skin', 'Beauty (Concept)', 'Content Type: Personal Profile', 'Social Media', 'Cosmetics and Toiletries']",8,1755,Styles
Two Teams Loom Large Over the College World Series,2022-06-01,nyt://article/217bc9c5-4e9c-59d8-980b-4c12591b24e6,article,News,Sports,"['Baseball (College)', 'NCAA Baseball Championships', 'Baseball', 'Softball', 'College World Series']",7,872,Sports
"Putin’s Threats Highlight the Dangers of a New, Riskier Nuclear Era",2022-06-01,nyt://article/2c57e366-b0f5-5e41-8e5a-8cb1568725cf,article,News,U.S.,"['Russian Invasion of Ukraine (2022)', 'Nuclear Weapons', 'Nuclear Tests', 'Arms Control and Limitation and Disarmament', 'Strategic Arms Reduction Treaty', 'United States International Relations', 'United States Politics and Government']",1,1855,Washington
The Supreme Court vs. Social Media,2022-06-01,nyt://article/1ef96815-60ab-59d4-a696-5ba9171878ba,article,News,Technology,"['internal-sub-only-nl', 'Social Media', 'Freedom of Speech and Expression', 'Computers and the Internet']",5,913,Business
After Uvalde: The Voices of Fearful Teachers,2022-06-01,nyt://article/0ba039ca-381a-5741-bd70-c7291f57ebf5,article,Letter,Opinion,"['Uvalde, Tex, Shooting (May 24, 2022)', 'School Shootings and Armed Attacks', 'Teachers and School Employees', 'Gun Control', 'Camps and Camping', 'Psychiatry and Psychiatrists']",22,951,Letters
Bill Cosby-Judy Huth Trial: What to Know,2022-06-01,nyt://article/443be79b-ffaa-5943-a556-f977386e9a2f,article,News,Arts,"['Television', 'Suits and Litigation (Civil)', 'Women and Girls', 'Sexual Harassment', 'Sex Crimes']",,1749,Culture
How to Make a Recipe Your Own,2022-06-01,nyt://article/1428282e-020b-5e11-8187-4c9168443f95,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,479,Dining
"As Food Shortages Loom, a Race to Free Ukraine’s Stranded Grain",2022-06-01,nyt://article/81bcdbd4-a7bc-5982-ad9d-a7b89dbfb5a3,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Grain', 'Food', 'Shortages', 'Embargoes and Sanctions', 'Food Insecurity', 'International Relations', 'International Trade and World Market']",6,1452,Foreign
Vox Media union pledges to strike as contract nears expiration.,2022-06-01,nyt://article/9f6be65e-d05b-5cd2-887e-56f487e70d5d,article,News,Business Day,"['Wages and Salaries', 'Organized Labor', 'News and News Media', 'Strikes']",5,381,Business
Shanghai Mostly Reopens After Months of Covid Lockdown,2022-06-01,nyt://video/02ba91b6-b32a-5e51-afce-a00de25e2053,multimedia,Video,World,"['Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'Quarantines']",,0,
The verdict in the Johnny Depp-Amber Heard trial is in. Here’s what to know.,2022-06-01,nyt://article/d8e45335-7752-584d-ab98-31556ae94a81,article,News,Arts,[],,321,Culture
Does a Comedian Really Need an Audience?,2022-06-01,nyt://article/76823698-9afc-5565-96e4-6aaa0b76e3b9,article,News,Arts,"['Comedy and Humor', 'Television', 'audio-neutral-informative']",1,1206,Culture
Her Husband Is Kidnapped. Then Things Start to Go Downhill.,2022-06-01,nyt://article/a38b306d-7e95-5e2f-aad5-65f31e057a39,article,Review,Books,['Books and Literature'],2,834,Culture
Priced Out of Flying This Year? These New Low-Cost Airlines (Might) Offer a Deal,2022-06-01,nyt://article/49afdc8d-fcc7-576f-8c10-9410eb4d88b4,article,News,Travel,"['Content Type: Service', 'Budget Travel', 'Travel and Vacations', 'Quarantine (Life and Culture)', 'Summer (Season)', 'Prices (Fares, Fees and Rates)', 'Rebates and Refunds']",,1671,Travel
"In Concession to Poland, E.U. Opens Door to Frozen Funds",2022-06-01,nyt://article/24b4da62-7cda-589e-8146-b5a183e055f0,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Humanitarian Aid']",6,947,Foreign
Ruger shareholders vote for a study of gunmaker’s impact on human rights.,2022-06-01,nyt://article/2d342a94-66e3-59ec-a656-8a6946377038,article,News,Business Day,"['Shareholder Rights and Activism', 'Firearms', 'Gun Control', 'Uvalde, Tex, Shooting (May 24, 2022)', 'Mass Shootings', 'Human Rights and Human Rights Violations']",3,446,Business
"A whistle, then a deadly barrage. Ukraine’s soldiers are under relentless fire.",2022-06-01,nyt://article/2270e3b9-7691-51e6-bf2b-10b02216976e,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Foreign Aid', 'Arms Trade']",1,1464,Foreign
Saving Patients’ Lives Is a Matter of Seeing the Big Picture,2022-06-01,nyt://article/d3563768-6891-561a-b712-bc859693b1f9,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'Hospitals', 'Accidents and Safety', 'Nursing and Nurses', 'Deaths (Fatalities)']",,1164,OpEd
"When Picking Judges, Democrats Need to Stop Ignoring Economics",2022-06-01,nyt://article/7a0896ac-c3c9-547d-8116-6c17a2c9268b,article,Op-Ed,Opinion,"['Antitrust Laws and Competition Issues', 'Federal Courts (US)', 'United States Economy']",22,1175,Editorial
Europe’s Russian Oil Ban Could Overhaul Global Energy Market,2022-06-01,nyt://article/08020ad3-7636-52db-bb52-420e289ce3c8,article,News,Business Day,"['Oil (Petroleum) and Gasoline', 'Natural Gas', 'Embargoes and Sanctions', 'Prices (Fares, Fees and Rates)', 'Economic Conditions and Trends', 'International Trade and World Market', 'Russian Invasion of Ukraine (2022)', 'Ships and Shipping', 'Energy and Power']",1,1478,Business
Tell Us About Your Bills From a Hurricane or Flood,2022-06-01,nyt://article/283182eb-692a-5794-8622-fbd232534546,article,News,Climate,"['Global Warming', 'Insurance', 'Disasters and Emergencies', 'Floods', 'Hurricanes and Tropical Storms', 'Mold', 'Weather', 'internal-open-access']",,235,Climate
‘It’s a hurricane’: Bank chiefs warn of a weakening economy.,2022-06-01,nyt://article/8e743548-4efa-5382-a811-e827bdb3db5b,article,News,Business Day,"['Banking and Financial Institutions', 'United States Economy', 'Interest Rates', 'Inflation (Economics)']",5,360,Business
Port Authority Settlement Will End Undercover Bathroom Patrols,2022-06-01,nyt://article/43d4b3fc-0e10-518f-8617-fecc604088d8,article,News,New York,"['Discrimination', 'Homosexuality and Bisexuality', 'Suits and Litigation (Civil)']",19,1072,Metro
Why I Moved to New York (in a Global Pandemic),2022-06-01,nyt://interactive/7f41dcac-b1b9-50d8-ac63-ea08e3a86875,multimedia,Interactive Feature,Magazine,"['Immigration and Emigration', 'Dating and Relationships', 'Renting and Leasing (Real Estate)', 'Careers and Professions']",18,0,Magazine
Sheryl Sandberg Is Stepping Down From Meta,2022-06-01,nyt://article/34bd8098-99da-5ea3-8b14-a9973b678c1a,article,News,Technology,"['Appointments and Executive Changes', 'News and News Media', 'Boards of Directors', 'Social Media', 'Computers and the Internet']",1,1217,Business
Pride Month in New York Is Bouncing Back. Here’s How to Celebrate.,2022-06-01,nyt://article/9adf57ec-b2d9-57fa-a112-3205cbba2d1f,article,News,Arts,"['Homosexuality and Bisexuality', 'Culture (Arts)', 'Transgender and Transsexuals', 'Festivals', 'Documentary Films and Programs', 'Parties (Social)', 'Content Type: Service', 'Monuments and Memorials (Structures)']",3,1185,Weekend
